"hromada_code","hromada_name","oblast_code","oblast_name_en","total_popultaion_2022","square_area","population_density","income_per_capita_2022","oblast_id"
"UA05100030000051497","Вапнярська","UA05000000000010236","Vinnytsia",9304,112.2,82.9233511586453,3.6313971539123,20
"UA05100050000038768","Городківська","UA05000000000010236","Vinnytsia",11474,463.5,24.7551240560949,3.37303082360119,20
"UA05100070000035159","Крижопільська","UA05000000000010236","Vinnytsia",19658,421.9,46.5939796160228,3.67493956150168,20
"UA05100090000029847","Піщанська","UA05000000000010236","Vinnytsia",13467,335.9,40.0922893718369,3.43483286032524,20
"UA05100110000070795","Студенянська","UA05000000000010236","Vinnytsia",5778,259.4,22.2744795682344,4.38825541190723,20
"UA05100130000061386","Томашпільська","UA05000000000010236","Vinnytsia",21494,666.6,32.2442244224422,3.61028987950126,20
"UA05100150000050790","Тульчинська","UA05000000000010236","Vinnytsia",43012,860.4,49.9907019990702,3.63409028852413,20
"UA05100170000071290","Шпиківська","UA05000000000010236","Vinnytsia",15803,478.9,32.9985383169764,3.03095156489274,20
"UA05120010000076685","Глуховецька","UA05000000000010236","Vinnytsia",10994,262.9,41.8181818181818,3.65382099235947,20
"UA05120030000061384","Жданівська","UA05000000000010236","Vinnytsia",5360,167.5,32,4.39182498880597,20
"UA05120050000063063","Іванівська","UA05000000000010236","Vinnytsia",13164,311.6,42.2464698331194,5.14815248708599,20
"UA05120070000075759","Калинівська","UA05000000000010236","Vinnytsia",44542,844.1,52.7686293093235,5.5544719253738,20
"UA05120090000060589","Козятинська","UA05000000000010236","Vinnytsia",32347,234.5,137.940298507463,5.03381354283241,20
"UA05120110000018679","Махнівська","UA05000000000010236","Vinnytsia",7785,311.4,25,3.37260067694284,20
"UA05120130000014261","Самгородоцька","UA05000000000010236","Vinnytsia",8283,323.1,25.636025998143,4.32335647229265,20
"UA05120150000069474","Уланівська","UA05000000000010236","Vinnytsia",15263,611.1,24.9762722958599,3.30140985323986,20
"UA05120170000013778","Хмільницька","UA05000000000010236","Vinnytsia",42994,635.8,67.621893677257,4.06797954830907,20
"UA07020010000096841","Володимир-Волинська","UA07000000000024379","Vonyn",41973,104.2,402.811900191939,11.4989308600767,21
"UA07020030000052032","Затурцівська","UA07000000000024379","Vonyn",8138,366.3,22.2167622167622,3.90182929098059,21
"UA07020050000082369","Зимнівська","UA07000000000024379","Vonyn",8396,309.1,27.1627305079262,4.55447885064316,21
"UA07020070000082628","Іваничівська","UA07000000000024379","Vonyn",9234,99.2,93.0846774193548,3.79784810158111,21
"UA07020090000019505","Литовезька","UA07000000000024379","Vonyn",4012,124,32.3548387096774,3.25055390578265,21
"UA07020110000037373","Локачинська","UA07000000000024379","Vonyn",13231,344.4,38.417537746806,4.2687925447812,21
"UA07020130000036300","Нововолинська","UA07000000000024379","Vonyn",57394,75.2,763.218085106383,3.4119248208872,21
"UA07020150000092012","Оваднівська","UA07000000000024379","Vonyn",5623,355.1,15.8349760630808,4.98246160412591,21
"UA07020170000049971","Павлівська","UA07000000000024379","Vonyn",8561,254.8,33.5989010989011,3.86777733091928,21
"UA07020190000043658","Поромівська","UA07000000000024379","Vonyn",5563,108.6,51.2246777163904,4.21124680028761,21
"UA07020210000033081","Устилузька","UA07000000000024379","Vonyn",7106,415.6,17.0981713185756,3.63108707430341,21
"UA07040010000033507","Камінь-Каширська","UA07000000000024379","Vonyn",53906,1421.9,37.9112455165623,4.39584211071124,21
"UA07040030000028082","Любешівська","UA07000000000024379","Vonyn",30445,1239.1,24.5702526026955,4.34676176909181,21
"UA07040050000080830","Маневицька","UA07000000000024379","Vonyn",27781,1097.2,25.3199052132701,4.27507408228646,21
"UA07040070000058434","Прилісненська","UA07000000000024379","Vonyn",9110,526.7,17.2963736472375,4.49240749176729,21
"UA07040090000043197","Сошичненська","UA07000000000024379","Vonyn",9140,394.8,23.1509625126646,4.29777733041576,21
"UA07060010000090019","Велимченська","UA07000000000024379","Vonyn",3488,110.9,31.4517583408476,3.97073479357798,21
"UA07060030000041840","Велицька","UA07000000000024379","Vonyn",3873,211.5,18.3120567375887,3.77696075393752,21
"UA07060050000091514","Вишнівська","UA07000000000024379","Vonyn",8287,498.3,16.6305438490869,5.11281247496078,21
"UA07060070000063773","Голобська","UA07000000000024379","Vonyn",8326,300.8,27.6795212765957,3.53783307350468,21
"UA07060090000026043","Головненська","UA07000000000024379","Vonyn",8553,317.2,26.9640605296343,3.2918963661873,21
"UA07060110000041168","Дубечненська","UA07000000000024379","Vonyn",9688,310.7,31.181203733505,4.00626879748142,21
"UA07060130000030797","Дубівська","UA07000000000024379","Vonyn",5062,204.7,24.7288715192965,6.04872856578428,21
"UA07060150000038564","Заболоттівська","UA07000000000024379","Vonyn",9115,253.3,35.9849980260561,3.7541579703785,21
"UA07060170000059479","Забродівська","UA07000000000024379","Vonyn",9794,333.8,29.3409227082085,4.16050291607106,21
"UA07060190000036342","Ковельська","UA07000000000024379","Vonyn",72820,311.1,234.072645451623,4.9895601510574,21
"UA07060210000030014","Колодяжненська","UA07000000000024379","Vonyn",8057,464.4,17.3492678725237,4.60957791733896,21
"UA07060230000029166","Луківська","UA07000000000024379","Vonyn",5114,161.2,31.7245657568238,3.22230382088385,21
"UA07060250000039902","Люблинецька","UA07000000000024379","Vonyn",6247,115,54.3217391304348,3.32891099567793,21
"UA07060270000021892","Любомльська","UA07000000000024379","Vonyn",16027,296.8,53.9993261455526,4.93529239720472,21
"UA07060290000054842","Поворська","UA07000000000024379","Vonyn",4308,299.3,14.3935850317407,4.24502282033426,21
"UA07060310000037369","Ратнівська","UA07000000000024379","Vonyn",21343,481.2,44.3536990856193,4.5514084388324,21
"UA07060330000052414","Рівненська","UA07000000000024379","Vonyn",5741,333.5,17.2143928035982,4.58846533008187,21
"UA07060350000084520","Самарівська","UA07000000000024379","Vonyn",5075,256.8,19.76246105919,6.10840801576355,21
"UA07060370000022360","Сереховичівська","UA07000000000024379","Vonyn",3364,167.6,20.0715990453461,3.31570208680143,21
"UA07060390000098670","Смідинська","UA07000000000024379","Vonyn",4473,227.2,19.6875,3.60259249944109,21
"UA07060410000041366","Старовижівська","UA07000000000024379","Vonyn",12230,373.3,32.7618537369408,3.93683212755519,21
"UA07060430000041345","Турійська","UA07000000000024379","Vonyn",19074,869,21.9493670886076,4.38179258886442,21
"UA07060450000051170","Шацька","UA07000000000024379","Vonyn",16245,761.1,21.344107213244,5.16672698307171,21
"UA07080010000062933","Берестечківська","UA07000000000024379","Vonyn",10702,223.2,47.9480286738351,2.7829942777051,21
"UA07080030000051738","Боратинська","UA07000000000024379","Vonyn",14990,282.7,53.0244074991157,7.36067882188125,21
"UA07080050000014573","Городищенська","UA07000000000024379","Vonyn",8949,234.7,38.1295270558159,3.52786623980333,21
"UA07080070000052255","Горохівська","UA07000000000024379","Vonyn",28007,494.9,56.5912305516266,3.42469280358482,21
"UA07080090000017614","Доросинівська","UA07000000000024379","Vonyn",6581,234.7,28.040051129101,2.82902366053791,21
"UA07080110000043895","Ківерцівська","UA07000000000024379","Vonyn",23422,473.9,49.423929098966,4.98985522799078,21
"UA07080130000017070","Колківська","UA07000000000024379","Vonyn",22571,763.5,29.562540929928,3.60691067741793,21
"UA07080150000089103","Копачівська","UA07000000000024379","Vonyn",6005,178.4,33.6603139013453,3.65429690757702,21
"UA07080170000013585","Луцька","UA07000000000024379","Vonyn",236322,383.1,616.867658574785,5.28170410782746,21
"UA07080190000072811","Мар’янівська","UA07000000000024379","Vonyn",10712,229.7,46.634740966478,2.87025822815534,21
"UA07080210000090779","Олицька","UA07000000000024379","Vonyn",11870,270,43.962962962963,3.24633119882056,21
"UA07080230000046097","Підгайцівська","UA07000000000024379","Vonyn",17322,285,60.7789473684211,6.93158413347189,21
"UA07080250000053335","Рожищенська","UA07000000000024379","Vonyn",28161,461.5,61.0205850487541,3.63263326906005,21
"UA07080270000067148","Торчинська","UA07000000000024379","Vonyn",12034,286.8,41.9595536959554,4.03964706830646,21
"UA07080290000088287","Цуманська","UA07000000000024379","Vonyn",17791,447,39.8008948545861,3.77617936035074,21
"UA12020010000033698","Дніпровська","UA12000000000090473","Driproptrovska",971078,406,2391.81773399015,6.92379897840338,5
"UA12020030000073022","Китайгородська","UA12000000000090473","Driproptrovska",3170,96.1,32.9864724245578,3.45516431230284,5
"UA12020050000026654","Любимівська","UA12000000000090473","Driproptrovska",3562,148.5,23.986531986532,3.03695755193711,5
"UA12020070000057092","Ляшківська","UA12000000000090473","Driproptrovska",2040,83.2,24.5192307692308,2.97272173039216,5
"UA12020090000044548","Миколаївська","UA12000000000090473","Driproptrovska",6536,370.3,17.650553605185,3.37191745563036,5
"UA12020110000034205","Могилівська","UA12000000000090473","Driproptrovska",5884,243.2,24.1940789473684,2.99722492861999,5
"UA12020130000022909","Новоолександрівська","UA12000000000090473","Driproptrovska",10497,252.6,41.5558194774347,5.13239283033248,5
"UA12020150000050274","Новопокровська","UA12000000000090473","Driproptrovska",7716,530.2,14.5529988683516,3.28150420165889,5
"UA12020170000068526","Обухівська","UA12000000000090473","Driproptrovska",11691,144.7,80.7947477539738,3.26339433752459,5
"UA12020190000075117","Петриківська","UA12000000000090473","Driproptrovska",22719,841,27.0142687277051,4.23344987895594,5
"UA12020210000032285","Підгородненська","UA12000000000090473","Driproptrovska",23142,232.4,99.578313253012,3.4036035489586,5
"UA12020230000085693","Святовасилівська","UA12000000000090473","Driproptrovska",4949,306.7,16.1362895337463,3.65721661547787,5
"UA12020250000010438","Слобожанська","UA12000000000090473","Driproptrovska",23854,257.6,92.6009316770186,8.97746837427685,5
"UA12020270000063450","Солонянська","UA12000000000090473","Driproptrovska",23782,899.7,26.433255529621,3.9168129547557,5
"UA12020290000063321","Сурсько-Литовська","UA12000000000090473","Driproptrovska",5701,121.6,46.8832236842105,2.92315335379758,5
"UA12020310000017431","Царичанська","UA12000000000090473","Driproptrovska",14227,478.9,29.7076633952809,4.375115211921,5
"UA12020330000076598","Чумаківська","UA12000000000090473","Driproptrovska",4517,192.9,23.4162778641783,5.3595820234669,5
"UA12040010000018960","Божедарівська","UA12000000000090473","Driproptrovska",10420,606.5,17.1805441055235,3.61131981765835,5
"UA12040030000066040","Верхівцівська","UA12000000000090473","Driproptrovska",11781,151.2,77.9166666666667,3.60453695441813,5
"UA12040050000057182","Верхньодніпровська","UA12000000000090473","Driproptrovska",36897,1030.5,35.8049490538573,3.7952159386942,5
"UA12040070000083117","Вишнівська","UA12000000000090473","Driproptrovska",4362,213.2,20.4596622889306,3.51160476157726,5
"UA12040090000029346","Вільногірська","UA12000000000090473","Driproptrovska",23361,151.9,153.791968400263,4.78062454389795,5
"UA12040110000091524","Жовтоводська","UA12000000000090473","Driproptrovska",43496,79.1,549.886219974716,2.95366403393415,5
"UA12040130000037856","Затишнянська","UA12000000000090473","Driproptrovska",3806,372.1,10.2284332168772,3.99926240147136,5
"UA12040150000015189","Кам’янська","UA12000000000090473","Driproptrovska",233701,136.3,1714.6074834923,4.22088643578761,5
"UA12040170000019083","Криничанська","UA12000000000090473","Driproptrovska",18714,689.5,27.1414068165337,4.155525336112,5
"UA12040190000056469","Лихівська","UA12000000000090473","Driproptrovska",4708,466.5,10.0921757770632,3.64494371495327,5
"UA12040210000039759","П’ятихатська","UA12000000000090473","Driproptrovska",25367,500.3,50.703577853288,3.76944146647219,5
"UA12040230000099388","Саксаганська","UA12000000000090473","Driproptrovska",6830,406.3,16.8102387398474,3.72551520937042,5
"UA12060010000090992","Апостолівська","UA12000000000090473","Driproptrovska",21827,676.5,32.2645971914265,4.00686149585376,5
"UA12060030000081794","Вакулівська","UA12000000000090473","Driproptrovska",2773,285.3,9.71959341044514,4.18981822935449,5
"UA12060050000031212","Глеюватська","UA12000000000090473","Driproptrovska",7500,343.6,21.8277066356228,7.947530644,5
"UA12060070000012840","Гречаноподівська","UA12000000000090473","Driproptrovska",4409,257,17.1556420233463,8.65776868224087,5
"UA12060090000074553","Грушівська","UA12000000000090473","Driproptrovska",6034,268,22.5149253731343,3.10040445309911,5
"UA12060110000015305","Девладівська","UA12000000000090473","Driproptrovska",5135,408.6,12.5673029858052,3.59458675170399,5
"UA12060130000012028","Зеленодольська","UA12000000000090473","Driproptrovska",18324,310.4,59.0335051546392,3.54538692588954,5
"UA12060150000015198","Карпівська","UA12000000000090473","Driproptrovska",5255,366.2,14.3500819224468,12.3726608620362,5
"UA12060170000091033","Криворізька","UA12000000000090473","Driproptrovska",606584,431.9,1404.45473489234,6.29719029314984,5
"UA12060190000043514","Лозуватська","UA12000000000090473","Driproptrovska",18464,563.8,32.7492018446258,3.7513381737435,5
"UA12060210000077302","Нивотрудівська","UA12000000000090473","Driproptrovska",4529,129.3,35.0270688321732,3.36403965334511,5
"UA12060230000032833","Новолатівська","UA12000000000090473","Driproptrovska",2450,267.3,9.16573138795361,14.2597209061224,5
"UA12060250000064393","Новопільська","UA12000000000090473","Driproptrovska",16312,444.8,36.6726618705036,3.91376641490927,5
"UA12060270000017282","Софіївська","UA12000000000090473","Driproptrovska",11824,667.9,17.7032489893697,4.22212162381597,5
"UA12060290000039013","Широківська","UA12000000000090473","Driproptrovska",12514,304.3,41.123890897141,3.8068356712482,5
"UA12080010000029838","Марганецька","UA12000000000090473","Driproptrovska",47688,264.1,180.567966679288,3.4179820449589,5
"UA12080030000022466","Мирівська","UA12000000000090473","Driproptrovska",6990,321,21.7757009345794,3.69543534763949,5
"UA12080050000062712","Нікопольська","UA12000000000090473","Driproptrovska",105160,50.7,2074.1617357002,4.36450699600609,5
"UA12080070000077032","Першотравневська","UA12000000000090473","Driproptrovska",12099,790.9,15.2977620432419,4.66333423671378,5
"UA12080090000039979","Покровська","UA12000000000090473","Driproptrovska",42192,170.1,248.042328042328,3.92200379550626,5
"UA12080110000055958","Покровська","UA12000000000090473","Driproptrovska",10126,696.7,14.5342328118272,7.44353717064981,5
"UA12080130000071360","Томаківська","UA12000000000090473","Driproptrovska",14187,669,21.2062780269058,3.9684591760062,5
"UA12080150000061416","Червоногригорівська","UA12000000000090473","Driproptrovska",12304,442.1,27.8308075096132,6.42626131420676,5
"UA12100010000093577","Губиниська","UA12000000000090473","Driproptrovska",17914,748.3,23.9395964185487,6.5851931589818,5
"UA12100030000084605","Личківська","UA12000000000090473","Driproptrovska",5009,298.1,16.8030862126803,5.04865514873228,5
"UA12100050000045992","Магдалинівська","UA12000000000090473","Driproptrovska",21151,923.4,22.9055663850985,4.47645508959387,5
"UA12100070000011492","Новомосковська","UA12000000000090473","Driproptrovska",69855,36,1940.41666666667,3.95446740705748,5
"UA12100090000022751","Перещепинська","UA12000000000090473","Driproptrovska",20393,575.7,35.4229633489665,3.1625082577355,5
"UA12100110000043499","Піщанська","UA12000000000090473","Driproptrovska",18391,399.2,46.0696392785571,7.05829367136099,5
"UA12100130000095653","Черкаська","UA12000000000090473","Driproptrovska",10141,190.3,53.2895428271151,71.2229982181244,5
"UA12100150000039396","Чернеччинська","UA12000000000090473","Driproptrovska",4672,307.2,15.2083333333333,3.86757045162671,5
"UA12120010000087180","Богданівська","UA12000000000090473","Driproptrovska",9553,496.9,19.2251962165426,7.37484896472312,5
"UA12120030000075687","Вербківська","UA12000000000090473","Driproptrovska",7944,583.2,13.6213991769547,10.3647225553877,5
"UA12120050000027007","Межиріцька","UA12000000000090473","Driproptrovska",6676,270,24.7259259259259,3.78470471689635,5
"UA12120070000057518","Павлоградська","UA12000000000090473","Driproptrovska",101430,58.8,1725,4.2352928006507,5
"UA12120090000031622","Тернівська","UA12000000000090473","Driproptrovska",26976,14.3,1886.43356643357,3.96352765013345,5
"UA12120110000010894","Троїцька","UA12000000000090473","Driproptrovska",3385,237.9,14.228667507356,14.0796854534712,5
"UA12120130000021632","Юр’ївська","UA12000000000090473","Driproptrovska",10833,769,14.0871261378414,3.89936533370258,5
"UA12140010000024967","Брагинівська","UA12000000000090473","Driproptrovska",3804,323.7,11.7516218721038,3.32718890378549,5
"UA12140030000091432","Васильківська","UA12000000000090473","Driproptrovska",21574,882.4,24.4492293744334,3.67226958144062,5
"UA12140050000051356","Великомихайлівська","UA12000000000090473","Driproptrovska",3695,271,13.6346863468635,2.99937767253045,5
"UA12140070000025486","Дубовиківська","UA12000000000090473","Driproptrovska",8532,448.6,19.0191707534552,3.40664298640413,5
"UA12140090000053443","Зайцівська","UA12000000000090473","Driproptrovska",3334,257,12.9727626459144,5.0504473995201,5
"UA12140110000060935","Іларіонівська","UA12000000000090473","Driproptrovska",12779,235.4,54.28632115548,3.40492622975194,5
"UA12140130000052990","Маломихайлівська","UA12000000000090473","Driproptrovska",8501,243.6,34.8973727422003,3.17555465709916,5
"UA12140150000054570","Межівська","UA12000000000090473","Driproptrovska",14646,631.4,23.1960722204625,3.74656869930356,5
"UA12140170000037152","Миколаївська","UA12000000000090473","Driproptrovska",9545,459.5,20.7725788900979,6.22376582608696,5
"UA12140190000047361","Новопавлівська","UA12000000000090473","Driproptrovska",3814,327.1,11.6600428003669,2.52889851074987,5
"UA12140210000089021","Першотравенська","UA12000000000090473","Driproptrovska",27099,2.9,9344.48275862069,3.52865006199491,5
"UA12140230000057328","Петропавлівська","UA12000000000090473","Driproptrovska",8325,207.1,40.1979719942057,4.87472909429429,5
"UA12140250000015858","Покровська","UA12000000000090473","Driproptrovska",19683,538.8,36.5311804008909,4.02160095615506,5
"UA12140270000072109","Раївська","UA12000000000090473","Driproptrovska",10265,677.3,15.1557655396427,3.45372395226498,5
"UA12140290000032227","Роздорська","UA12000000000090473","Driproptrovska",3006,145.6,20.6456043956044,3.48591682634731,5
"UA12140310000078816","Синельниківська","UA12000000000090473","Driproptrovska",29651,23.9,1240.62761506276,3.41709202725035,5
"UA12140330000063909","Славгородська","UA12000000000090473","Driproptrovska",4948,239.8,20.6338615512927,3.01392636620857,5
"UA12140350000058140","Слов’янська","UA12000000000090473","Driproptrovska",3296,293.3,11.2376406409819,4.31501379854369,5
"UA12140370000059352","Українська","UA12000000000090473","Driproptrovska",2477,258.8,9.57109737248841,3.62944224868793,5
"UA14020010000088496","Бахмутська","UA14000000000091971","Donetks",78939,439.8,179.488403819918,5.61003605543521,4
"UA14020030000023064","Званівська","UA14000000000091971","Donetks",2355,115.5,20.3896103896104,3.45724532484076,4
"UA14020050000019803","Світлодарська","UA14000000000091971","Donetks",28727,297.7,96.4964729593551,4.1790856208445,4
"UA14020070000070354","Сіверська","UA14000000000091971","Donetks",12994,195.4,66.4994882292733,1.92031551254425,4
"UA14020090000073988","Соледарська","UA14000000000091971","Donetks",19313,567.1,34.0557220948686,3.05013893750324,4
"UA14020110000075529","Торецька","UA14000000000091971","Donetks",65071,67.5,964.014814814815,4.19880027831138,4
"UA14020130000080900","Часовоярська","UA14000000000091971","Donetks",12876,65.3,197.18223583461,3.11285494563529,4
"UA14040010000017239","Великоновосілківська","UA14000000000091971","Donetks",18296,907.9,20.1519991188457,3.34025335155225,4
"UA14040030000025138","Волноваська","UA14000000000091971","Donetks",35564,538.4,66.0549777117385,3.84028483550782,4
"UA14040050000064688","Вугледарська","UA14000000000091971","Donetks",25445,596.5,42.6571668063705,2.6372273303203,4
"UA14040070000032181","Комарська","UA14000000000091971","Donetks",6797,423.2,16.0609640831758,2.72142788436075,4
"UA14040090000061195","Мирненська","UA14000000000091971","Donetks",11628,415.6,27.9788257940327,1.7889157249742,4
"UA14040110000019914","Ольгинська","UA14000000000091971","Donetks",18773,341.8,54.9239321240492,1.72944099664412,4
"UA14040130000068575","Старомлинівська","UA14000000000091971","Donetks",10567,571.8,18.4802378454005,2.27950977382417,4
"UA14040150000099558","Хлібодарівська","UA14000000000091971","Donetks",11944,662.2,18.0368468740562,1.96091110850636,4
"UA14060010000010738","Вуглегірська","UA14000000000091971",NA,17445,NA,NA,NA,4
"UA14060030000084305","Горлівська","UA14000000000091971",NA,256209,NA,NA,NA,4
"UA14060050000034979","Дебальцівська","UA14000000000091971",NA,25191,NA,NA,NA,4
"UA14060070000066382","Єнакієвська","UA14000000000091971",NA,104158,NA,NA,NA,4
"UA14060090000054042","Жданівська","UA14000000000091971",NA,14239,NA,NA,NA,4
"UA14060110000052135","Сніжнянська","UA14000000000091971",NA,73406,NA,NA,NA,4
"UA14060130000085167","Хрестівська","UA14000000000091971",NA,33182,NA,NA,NA,4
"UA14060150000032950","Чистяківська","UA14000000000091971",NA,77386,NA,NA,NA,4
"UA14060170000097532","Шахтарська","UA14000000000091971",NA,60853,NA,NA,NA,4
"UA14080010000095044","Амвросіївська","UA14000000000091971",NA,36967,NA,NA,NA,4
"UA14080030000053877","Донецька","UA14000000000091971",NA,926322,NA,NA,NA,4
"UA14080050000085820","Іловайська","UA14000000000091971",NA,22549,NA,NA,NA,4
"UA14080070000011977","Макіївська","UA14000000000091971",NA,376264,NA,NA,NA,4
"UA14080090000014360","Харцизька","UA14000000000091971",NA,84659,NA,NA,NA,4
"UA14080110000066209","Ясинуватська","UA14000000000091971",NA,37753,NA,NA,NA,4
"UA14100010000054669","Бойківська","UA14000000000091971",NA,13610,NA,NA,NA,4
"UA14100030000067479","Докучаєвська","UA14000000000091971",NA,31430,NA,NA,NA,4
"UA14100050000098906","Кальміуська","UA14000000000091971",NA,25389,NA,NA,NA,4
"UA14100070000079873","Новоазовська","UA14000000000091971",NA,26671,NA,NA,NA,4
"UA14100090000050286","Старобешівська","UA14000000000091971",NA,23669,NA,NA,NA,4
"UA14120010000096882","Андріївська","UA14000000000091971","Donetks",2181,159.6,13.6654135338346,12.0975322741862,4
"UA14120030000057882","Дружківська","UA14000000000091971","Donetks",65483,289.3,226.349809885932,2.9547442511797,4
"UA14120050000033910","Іллінівська","UA14000000000091971","Donetks",8697,523.3,16.6195299063635,4.39679415775555,4
"UA14120070000090878","Костянтинівська","UA14000000000091971","Donetks",72422,467.4,154.946512623021,2.76343857778023,4
"UA14120090000098500","Краматорська","UA14000000000091971","Donetks",180922,412.7,438.386236976012,3.72440176037187,4
"UA14120110000031497","Лиманська","UA14000000000091971","Donetks",40195,1205.4,33.3457773353244,2.87211173653439,4
"UA14120130000086767","Миколаївська","UA14000000000091971","Donetks",20568,334.3,61.5255758300927,2.2877459592571,4
"UA14120150000071686","Новодонецька","UA14000000000091971","Donetks",10510,280,37.5357142857143,2.45639165080875,4
